Time_s,Current_A,Temperature_K,State_x,DeltaT_K
0.01,0.0001984572154469788,300.0003968747421,0.30002349615097046,0.00039687474207994455
0.010472898382363585,0.0001984846021514386,300.00041564350914,0.3000245988368988,0.00041564350914313763
0.01096816005273138,0.00019845535280182958,300.00043529676066,0.3000257611274719,0.00043529676065645617
0.011486842567375536,0.00019849259115289897,300.0004558830655,0.3000269830226898,0.00045588306551280766
0.012030053494233242,0.00019840260210912675,300.0004774328879,0.3000282645225525,0.000477432887919349
0.012598952777950272,0.00019847115618176758,300.000500009347,0.30002960562705994,0.0005000093469789135
0.01319475521676706,0.0001984712143894285,300.0005236531747,0.30003100633621216,0.0005236531746959372
0.013818733056536322,0.0001984784030355513,300.0005484157103,0.30003246665000916,0.0005484157102841891
0.014472218707411343,0.00019848690135404468,300.0005743500416,0.3000339865684509,0.0005743500415746894
0.015156607589006029,0.00019850954413414001,300.0006015135391,0.30003559589385986,0.0006015135390953219
0.015873361110102097,0.0001984501286642626,300.0006299526782,0.3000372648239136,0.0006299526781958775
0.016624009789266127,0.00019844948837999254,300.0006597361664,0.30003902316093445,0.000659736166426228
0.017410156523040163,0.0001984897826332599,300.00069093396706,0.3000408709049225,0.0006909339670642112
0.018233480008684414,0.00019846830400638282,300.00072360304404,0.3000428080558777,0.0007236030440367358
0.019095738328780976,0.00019846523355226964,300.00075781593017,0.30004483461380005,0.0007578159301715459
0.01999877270535286,0.00019851016986649483,300.00079365422135,0.3000469505786896,0.0007936542213542452
0.020944511431514698,0.00019847448857035488,300.0008311798567,0.30004915595054626,0.0008311798566751349
0.02193497398905059,0.00019848246301990002,300.00087048089193,0.3000514805316925,0.0008704808919333118
0.022972275360711523,0.0001985055860131979,300.00091164442927,0.3000539243221283,0.0009116444292658343
0.024058630546440658,0.0001984679838642478,300.00095474549835,0.30005648732185364,0.00095474549834762
0.02519635929317015,0.00019844078633468598,300.00099987761746,0.30005916953086853,0.0009998776174597879
0.026387891048289334,0.00019845887436531484,300.0010471472367,0.300061970949173,0.0010471472367044043
0.027635770147361603,0.00019848976808134466,300.00109665873117,0.30006489157676697,0.0010966587311713738
0.028942661247167517,0.00019846847862936556,300.001148504727,0.3000679612159729,0.0011485047269843562
0.030311355015675792,0.00019850226817652583,300.0012028103082,0.30007117986679077,0.0012028103082002417
0.031744774091091936,0.0001984563423320651,300.0012596692319,0.3000745475292206,0.0012596692318993519
0.03324597932270942,0.00019850421813316643,300.00131922963146,0.30007806420326233,0.0013192296314628038
0.034818176306889666,0.00019843511108774692,300.001381582986,0.3000817596912384,0.0013815829860277518
0.03646472223212749,0.00019844312919303775,300.0014468855591,0.3000856339931488,0.0014468855591189822
0.03818913304781854,0.0001984780392376706,300.00151528601464,0.30008968710899353,0.0015152860146372404
0.039995090972036657,0.000198484500288032,300.0015869209213,0.3000939190387726,0.0015869209212837632
0.04188645235435271,0.00019841840548906475,300.001661915656,0.30009835958480835,0.0016619156559727344
0.04386725591048499,0.0001984931732295081,300.0017404834578,0.30010300874710083,0.0017404834578087502
0.04594173134636476,0.00019849505042657256,300.00182276416035,0.30010786652565,0.0018227641603516531
0.0481143083900326,0.00019851166871376336,300.00190893946507,0.3001129627227783,0.0019089394650677605
0.050389626250651506,0.00019853470439556986,300.00199919645434,0.3001182973384857,0.001999196454335106
0.052772543524835375,0.00019850047829095274,300.0020937009677,0.3001238703727722,0.0020937009676913476
0.05526814857144603,0.00019849423551931977,300.00219266664004,0.3001297116279602,0.002192666640041807
0.05788177037701274,0.00019847083603963256,300.00229629485654,0.3001358211040497,0.0022962948565350416
0.06061898993497572,0.0001985053240787238,300.0024048367073,0.30014222860336304,0.002404836707285085
0.06348565216305217,0.00019850186072289944,300.002518503129,0.30014893412590027,0.0025185031290106963
0.06648787838417262,0.00019855897699017078,300.00263757212537,0.30015596747398376,0.0026375721253657503
0.06963207939763882,0.0001985026174224913,300.0027622287709,0.3001633286476135,0.0027622287709050397
0.07292496916841444,0.0001985082490136847,300.0028927757143,0.30017104744911194,0.002892775714315121
0.07637357916378024,0.00019849295495077968,300.00302947643655,0.300179123878479,0.0030294764365521587
0.07998527336796712,0.00019849586533382535,300.0031726337085,0.3001875579357147,0.0031726337085160594
0.0837677640068292,0.00019852614786941558,300.00332257268707,0.30019640922546387,0.0033225726870682593
0.08772912801613361,0.00019851617980748415,300.00347958219885,0.30020567774772644,0.0034795821988495845
0.09187782428863335,0.00019849998352583498,300.0036439898917,0.30021536350250244,0.0036439898917137725
0.0962227117367514,0.00019851904653478414,300.00381617433857,0.30022552609443665,0.00381617433856718
0.10077306820944612,0.00019848237570840865,300.0039964519487,0.30023616552352905,0.003996451948694357
0.10553861030365236,0.0001985114795388654,300.0041852650078,0.30024731159210205,0.004185265007777161
0.11052951411260215,0.0001985606795642525,300.0043830368223,0.30025896430015564,0.004383036822275699
0.11575643695533042,0.00019851108663715422,300.00459008823043,0.3002711534500122,0.004590088230429501
0.12123054013376522,0.00019853122648783028,300.00480692991135,0.30028393864631653,0.0048069299113535635
0.12696351276599735,0.0001985359558602795,300.00503400597324,0.3002973198890686,0.005034005973243438
0.13296759674662126,0.00019852911646012217,300.00527178430224,0.3003113269805908,0.0052717843022378474
0.13925561288744634,0.00019850832177326083,300.0055207503719,0.30032598972320557,0.005520750371886152
0.14584098829439862,0.00019851478282362223,300.00578146495195,0.30034133791923523,0.0057814649519514205
0.1527377850390714,0.00019850936951115727,300.0060544644062,0.3003574013710022,0.006054464406190618
0.1599607301861488,0.00019852032710332423,300.00634034942175,0.30037420988082886,0.006340349421748215
0.16752524724082155,0.00019855017308145761,300.00663975477306,0.30039182305336,0.006639754773061668
0.17544748908334595,0.000198563197045587,300.00695329103206,0.30041027069091797,0.00695329103206177
0.18374437246107267,0.00019855810387525707,300.00728159266595,0.3004295825958252,0.007281592665947301
0.192433614111598,0.00019856059225276113,300.00762536555715,0.30044978857040405,0.007625365557146324
0.20153376859417332,0.00019854636047966778,300.00798530547144,0.3004709482192993,0.007985305471436277
0.21106426791015548,0.00019858025189023465,300.00836226125654,0.3004930913448334,0.008362261256536385
0.22104546299710215,0.00019855289428960532,300.0087569115918,0.300516277551651,0.008756911591774497
0.23149866718511608,0.0001985314447665587,300.0091700955896,0.3005405366420746,0.009170095589581706
0.24244620170823283,0.0001985992566915229,300.00960287485424,0.3005659282207489,0.009602874854238053
0.25391144336803473,0.00019858762971125543,300.0100559919487,0.3005925118923187,0.010055991948718201
0.2659188744512694,0.00019860934116877615,300.0105304776356,0.30062031745910645,0.01053047763559789
0.2784941350080644,0.00019858137238770723,300.0110272091976,0.3006494343280792,0.011027209197607135
0.2916640776023705,0.00019863128545694053,300.01154742865316,0.30067989230155945,0.011547428653159386
0.30545682465154333,0.00019857491133734584,300.0120919468349,0.3007117807865143,0.012091946834914324
0.31990182847750653,0.00019864185014739633,300.0126622475437,0.3007451295852661,0.0126622475436875
0.33502993419772314,0.00019861668988596648,300.0132592649618,0.3007800281047821,0.013259264961789086
0.35087344559027134,0.00019860928296111524,300.0138842981505,0.3008165657520294,0.013884298150514951
0.367466194073669,0.00019863611669279635,300.0145387658018,0.30085480213165283,0.014538765801773934
0.3848436109487431,0.00019865910871885717,300.0152240302194,0.3008947968482971,0.015224030219371798
0.40304280305680523,0.00019861919281538576,300.0159413001424,0.30093663930892944,0.01594130014240136
0.4221026320156901,0.00019868678646162152,300.0166924674263,0.30098041892051697,0.01669246742631003
0.4420637972028532,0.00019869598327204585,300.01747888708417,0.30102622509002686,0.017478887084166672
0.46296892266272655,0.00019869764219038188,300.01830216682566,0.30107414722442627,0.01830216682566288
0.48486264812390806,0.00019870948744937778,300.0191640622515,0.3011242747306824,0.019164062251491032
0.5077917243205401,0.00019873106793966144,300.0200664110105,0.30117669701576233,0.02006641101047535
0.53180511282142,0.00019873163546435535,300.02101099091016,0.3012315332889557,0.021010990910156124
0.5569540905800133,0.00019869842799380422,300.021999586638,0.3012888729572296,0.021999586638003166
0.5832923594286206,0.0001987492578336969,300.02303466764835,0.30134886503219604,0.023034667648346385
0.610876160750504,0.00019873934797942638,300.0241180584445,0.30141159892082214,0.024118058444514645
0.639764395574843,0.00019879631872754544,300.02525237111485,0.30147719383239746,0.025252371114845573
0.670018750350959,0.0001988035801332444,300.0264396667949,0.30154576897621155,0.026439666794885852
0.701703828670383,0.00019882115884684026,300.02768245091585,0.30161747336387634,0.027682450915847312
0.7348872892180388,0.000198846566490829,300.0289833306397,0.3016924560070038,0.02898333063967584
0.7696399902471158,0.00019881944172084332,300.03034461504467,0.3017708361148834,0.0303446150446689
0.8060361408861345,0.00019883798086084425,300.0317693952938,0.3018527626991272,0.03176939529379297
0.8441534596012985,0.00019891769625246525,300.033261049205,0.30193838477134705,0.033261049205009385
0.8840733401525063,0.00019892689306288958,300.03482209797295,0.3020278513431549,0.034822097972948995
0.9258810253973955,0.000198946290765889,300.0364557950216,0.3021213412284851,0.03645579502159535
0.969665789314552,0.00019893879652954638,300.03816521992513,0.302219033241272,0.03816521992513344
1.0155211276345681,0.0001989413722185418,300.03995390279755,0.30232110619544983,0.03995390279754929
1.0635449574860112,0.00019892001000698656,300.04182520933495,0.302427738904953,0.04182520933494516
1.1138398264826195,0.0001989833835978061,300.0437837209126,0.3025391101837158,0.04378372091258598
1.1665131316981963,0.00019900423649232835,300.0458329588334,0.302655428647995,0.04583295883338678
1.2216773489967918,0.00019905452791135758,300.04797734634167,0.30277687311172485,0.047977346341667726
1.2794502732078734,0.00019909432739950716,300.0502210662951,0.3029036819934845,0.05022106629508016
1.3399552696593384,0.00019908997637685388,300.0525680611136,0.30303606390953064,0.052568061113618114
1.4033215376054846,0.00019914812583010644,300.05502373857735,0.30317422747612,0.0550237385773471
1.469684386112446,0.00019919147598557174,300.0575927854159,0.30331841111183167,0.05759278541592039
1.5391855229902054,0.0001991961180465296,300.06027973357567,0.30346888303756714,0.06027973357566907
1.6119733573881572,0.00019921205239370465,300.0630899777142,0.30362585186958313,0.0630899777141849
1.6882033167003627,0.0001992253673961386,300.06602893817796,0.30378958582878113,0.06602893817796485
1.7680381784572086,0.00019927778339479119,300.069102918052,0.30396032333374023,0.06910291805201041
1.851648417912156,0.00019929373229388148,300.07231727487687,0.3041383624076843,0.07231727487686612
1.939212572065831,0.000199399990378879,300.0756797399824,0.3043239414691925,0.07567973998237676
2.030917620904737,0.00019938888726755977,300.07919470484075,0.30451735854148865,0.07919470484074509
2.126959386668692,0.000199426562176086,300.0828697100194,0.30471888184547424,0.08286971001939492
2.227542951999559,0.0001995349593926221,300.0867131237876,0.30492880940437317,0.08671312378760376
2.3328830978641584,0.0001995134516619146,300.090729559141,0.3051474392414093,0.09072955914098202
2.443204762186489,0.00019954809977207333,300.09492763302933,0.3053750693798065,0.09492763302932872
2.5587435201685893,0.0001996526261791587,300.0993167268468,0.3056120276451111,0.09931672684678006
2.679746087325692,0.0001996994105866179,300.1039036510021,0.3058586120605469,0.1039036510020992
2.8064708463098387,0.00019973971939180046,300.10869662480917,0.30611512064933777,0.10869662480916986
2.939188398646887,0.00019977804913651198,300.1137042675867,0.30638185143470764,0.11370426758668373
3.07818214256508,0.0001998574152821675,300.1189366939148,0.30665913224220276,0.11893669391480444
3.2237488781490304,0.00019986134429927915,300.1244011038583,0.3069472908973694,0.12440110385830394
3.37619944111134,0.00019994017202407122,300.13010929525666,0.3072466552257538,0.13010929525665915
3.5358593665351794,0.0002000325475819409,300.1360717420705,0.30755752325057983,0.13607174207049866
3.7030695840051413,0.00020012746972497553,300.14229894358493,0.3078801929950714,0.1422989435849331
3.8781871456107235,0.00020014394249301404,300.14879891730067,0.3082149922847748,0.14879891730066674
4.061585988376979,0.00020024488912895322,300.1555856081816,0.3085622191429138,0.15558560818158185
4.253657732750387,0.00020031945314258337,300.1626694627635,0.3089222013950348,0.16266946276351746
4.454812518844989,0.0002003489207709208,300.17006037965245,0.3092951774597168,0.17006037965245469
4.6654798822344725,0.00020047440193593502,300.1777742768776,0.3096814453601837,0.17777427687758518
4.886109671160326,0.00020053847401868552,300.1858210165315,0.31008124351501465,0.18582101653151994
5.117173007114605,0.0002006179711315781,300.1942139716058,0.3104948401451111,0.1942139716057909
5.359163290848515,0.0002007280709221959,300.20296766212357,0.31092244386672974,0.20296766212356943
5.612597255954972,0.00020083834533579648,300.2120955829821,0.3113642632961273,0.2120955829821014
5.878016072274912,0.00020090698671992868,300.2216093251293,0.31182050704956055,0.2216093251292932
6.155986501483508,0.00020099454559385777,300.2315238314349,0.3122912645339966,0.23152383143491306
6.44710210732387,0.00020110246259719133,300.2418545369931,0.31277671456336975,0.24185453699311665
6.751984523072501,0.00020119138935115188,300.25261489666093,0.31327691674232483,0.25261489666092984
7.071284778942996,0.00020130048505961895,300.26382093691734,0.3137919306755066,0.263820936917341
7.405684692262435,0.00020142571884207428,300.2754887907485,0.31432175636291504,0.2754887907485113
7.755898323389002,0.00020151400531176478,300.28763120841444,0.3148663341999054,0.2876312084144388
8.12267350047972,0.00020169446361251175,300.30027017990346,0.3154256045818329,0.30027017990346394
8.506793416364161,0.0002017943188548088,300.31341546980684,0.31599941849708557,0.31341546980684143
8.909078300934143,0.00020189497445244342,300.32708262834404,0.3165876269340515,0.3270826283440442
9.33038717262037,0.00020198010315652937,300.3412858504838,0.31718990206718445,0.3412858504838141
9.77161967269618,0.00020216844859533012,300.356049542289,0.3178059458732605,0.3560495422889858
10.233717986325203,0.00020225424668751657,300.3713802615749,0.318435400724411,0.3713802615749273
10.717668854455034,0.00020246974600013345,300.3873055525328,0.319077730178833,0.38730555253278
11.22450568085307,0.00020254915580153465,300.40382753150635,0.3197323977947235,0.40382753150635153
11.755310738783699,0.0002027736190939322,300.4209759245158,0.32039880752563477,0.4209759245158011
12.311217482038908,0.00020284678612370044,300.4387492504614,0.32107624411582947,0.4387492504613988
12.893412965257157,0.00020303281780797988,300.45717397563135,0.32176387310028076,0.4571739756313491
13.503140378698735,0.00020311133994255215,300.47625090225034,0.3224608302116394,0.4762509022503423
14.14170170289024,0.00020328364917077124,300.49600400519523,0.3231660723686218,0.4960040051952319
14.810460488806754,0.0002034545614151284,300.5164452621271,0.32387855648994446,0.5164452621270925
15.510844769528406,0.0002036202495219186,300.5375851376308,0.32459715008735657,0.5375851376307992
16.24435010958867,0.00020375505846459419,300.55942917202105,0.32532063126564026,0.5594291720210549
17.012542798525892,0.0002038685925072059,300.58198255936503,0.32604750990867615,0.5819825593650307
