time_s,I_level1_A,I_level2_A,I_level3_A,norm_I_level1,norm_I_level2,norm_I_level3
0.01,3.664709582093242e-05,-1.3865206703651049e-05,-0.00018062966400807598,1.0,1.0,1.0
0.010472494122981487,3.664709582004445e-05,-1.386520670331509e-05,-0.00018062966400369924,0.9999999999757696,0.9999999999757696,0.9999999999757696
0.010967313315588178,3.6647095819114514e-05,-1.3865206702963255e-05,-0.0001806296639991157,0.9999999999503942,0.9999999999503942,0.9999999999503942
0.01148551242423938,3.664709581814064e-05,-1.3865206702594797e-05,-0.00018062966399431558,0.9999999999238199,0.9999999999238199,0.9999999999238198
0.012028196136227775,3.6647095817120754e-05,-1.386520670220893e-05,-0.00018062966398928868,0.9999999998959899,0.9999999998959901,0.99999999989599
0.012596521334671401,3.664709581605268e-05,-1.3865206701804829e-05,-0.00018062966398402425,0.9999999998668451,0.9999999998668451,0.9999999998668451
0.013191699564735716,3.664709581493414e-05,-1.3865206701381636e-05,-0.00018062966397851108,0.9999999998363232,0.9999999998363232,0.9999999998363232
0.013814999616383224,3.664709581376275e-05,-1.3865206700938448e-05,-0.0001806296639727374,0.999999999804359,0.9999999998043592,0.999999999804359
0.01446775022915648,3.664709581253601e-05,-1.3865206700474318e-05,-0.00018062966396669092,0.9999999997708846,0.9999999997708847,0.9999999997708845
0.01515134292476053,3.664709581125131e-05,-1.386520669998826e-05,-0.0001806296639603588,0.9999999997358286,0.9999999997358288,0.9999999997358286
0.015867234973483177,3.6647095809905904e-05,-1.3865206699479234e-05,-0.00018062966395372744,0.9999999996991161,0.9999999996991162,0.9999999996991162
0.01661695250077689,3.664709580849693e-05,-1.3865206698946157e-05,-0.00018062966394678275,0.999999999660669,0.9999999996606692,0.9999999996606691
0.01740209374062485,3.664709580702139e-05,-1.3865206698387895e-05,-0.00018062966393950995,0.9999999996204056,0.9999999996204056,0.9999999996204055
0.018224332442626664,3.664709580547612e-05,-1.3865206697803252e-05,-0.00018062966393189348,0.9999999995782393,0.9999999995782395,0.9999999995782393
0.01908542144006686,3.6647095803857845e-05,-1.3865206697190986e-05,-0.0001806296639239172,0.999999999534081,0.999999999534081,0.999999999534081
0.019987196386572505,3.66470958021631e-05,-1.3865206696549793e-05,-0.00018062966391556399,0.999999999487836,0.9999999994878362,0.9999999994878361
0.02093157966932574,3.664709580038829e-05,-1.38652066958783e-05,-0.0001806296639068161,0.9999999994394062,0.9999999994394062,0.9999999994394062
0.021920584507173258,3.6647095798529615e-05,-1.3865206695175082e-05,-0.0001806296638976549,0.999999999388688,0.999999999388688,0.999999999388688
0.022956319242369096,3.664709579658312e-05,-1.3865206694438637e-05,-0.0001806296638880608,0.9999999993355735,0.9999999993355735,0.9999999993355734
0.02404099183509972,3.664709579454465e-05,-1.3865206693667397e-05,-0.00018062966387801343,0.9999999992799491,0.9999999992799493,0.9999999992799491
0.02517691457037277,3.664709579240987e-05,-1.3865206692859714e-05,-0.0001806296638674913,0.9999999992216968,0.9999999992216968,0.9999999992216967
0.026366508987303583,3.664709579017422e-05,-1.386520669201387e-05,-0.00018062966385647204,0.9999999991606918,0.999999999160692,0.9999999991606919
0.02761231104130753,3.664709578783294e-05,-1.3865206691128058e-05,-0.0001806296638449321,0.9999999990968047,0.9999999990968046,0.9999999990968046
0.028916976510202995,3.664709578538103e-05,-1.3865206690200395e-05,-0.0001806296638328469,0.9999999990298987,0.9999999990298988,0.9999999990298987
0.030283286655749458,3.664709578281327e-05,-1.3865206689228899e-05,-0.00018062966382019068,0.9999999989598316,0.9999999989598316,0.9999999989598315
0.03171415415268999,3.6647095780124185e-05,-1.3865206688211499e-05,-0.00018062966380693647,0.9999999988864537,0.9999999988864536,0.9999999988864536
0.03321262929793748,3.6647095777308044e-05,-1.386520668714603e-05,-0.000180629663793056,0.9999999988096089,0.9999999988096088,0.9999999988096088
0.0347819065131413,3.664709577435884e-05,-1.3865206686030216e-05,-0.0001806296637785197,0.999999998729133,0.999999998729133,0.999999998729133
0.03642533115449638,3.664709577127029e-05,-1.3865206684861683e-05,-0.00018062966376329657,0.9999999986448549,0.999999998644855,0.9999999986448549
0.03814640664431178,3.6647095768035805e-05,-1.3865206683637936e-05,-0.00018062966374735414,0.9999999985565945,0.9999999985565946,0.9999999985565946
0.0399488019395417,3.66470957646485e-05,-1.3865206682356368e-05,-0.00018062966373065846,0.9999999984641642,0.9999999984641642,0.9999999984641641
0.041836359353200195,3.664709576110113e-05,-1.3865206681014244e-05,-0.00018062966371317388,0.9999999983673661,0.9999999983673662,0.9999999983673662
0.04381310274533306,3.664709575738617e-05,-1.3865206679608708e-05,-0.00018062966369486317,0.9999999982659948,0.9999999982659948,0.9999999982659946
0.04588324610100845,3.6647095753495665e-05,-1.3865206678136762e-05,-0.00018062966367568732,0.9999999981598335,0.9999999981598336,0.9999999981598335
0.04805120251361242,3.664709574942135e-05,-1.3865206676595267e-05,-0.00018062966365560543,0.9999999980486565,0.9999999980486564,0.9999999980486564
0.05032159359259993,3.664709574515451e-05,-1.3865206674980937e-05,-0.00018062966363457467,0.999999997932226,0.9999999979322262,0.999999997932226
0.052699259315756565,3.664709574068607e-05,-1.386520667329033e-05,-0.0001806296636125502,0.9999999978102945,0.9999999978102946,0.9999999978102944
0.0551892683469738,3.664709573600651e-05,-1.3865206671519844e-05,-0.0001806296635894851,0.9999999976826017,0.9999999976826017,0.9999999976826016
0.05779692884153313,3.6647095731105826e-05,-1.3865206669665702e-05,-0.00018062966356533017,0.9999999975488755,0.9999999975488756,0.9999999975488755
0.06052779976193349,3.66470957259736e-05,-1.3865206667723954e-05,-0.00018062966354003395,0.9999999974088308,0.9999999974088308,0.9999999974088307
0.06338770272838487,3.664709572059887e-05,-1.386520666569046e-05,-0.0001806296635135425,0.999999997262169,0.9999999972621693,0.999999997262169
0.06638273442923082,3.6647095714970194e-05,-1.3865206663560883e-05,-0.00018062966348579934,0.9999999971085777,0.9999999971085778,0.9999999971085777
0.06951927961775606,3.664709570907557e-05,-1.3865206661330686e-05,-0.00018062966345674535,0.9999999969477293,0.9999999969477293,0.9999999969477293
0.0728040247230857,3.664709570290242e-05,-1.3865206658995113e-05,-0.00018062966342631857,0.9999999967792809,0.9999999967792809,0.9999999967792809
0.07624397210419138,3.6647095696437594e-05,-1.3865206656549187e-05,-0.0001806296633944541,0.9999999966028733,0.9999999966028734,0.9999999966028732
0.07984645497739086,3.664709568966731e-05,-1.386520665398769e-05,-0.0001806296633610841,0.9999999964181304,0.9999999964181306,0.9999999964181305
0.08361915304916318,3.664709568257713e-05,-1.3865206651305165e-05,-0.00018062966332613737,0.9999999962246588,0.999999996224659,0.9999999962246588
0.08757010888760508,3.664709567515195e-05,-1.386520664849589e-05,-0.00018062966328953942,0.9999999960220456,0.9999999960220457,0.9999999960220457
0.0917077450674293,3.6647095667375934e-05,-1.3865206645553883e-05,-0.00018062966325121227,0.9999999958098593,0.9999999958098593,0.9999999958098593
0.0960408821250538,3.6647095659232505e-05,-1.3865206642472865e-05,-0.00018062966321107413,0.9999999955876472,0.9999999955876472,0.999999995587647
0.10057875736205836,3.66470956507043e-05,-1.386520663924627e-05,-0.00018062966316903953,0.9999999953549356,0.9999999953549356,0.9999999953549354
0.1053310445370937,3.6647095641773144e-05,-1.3865206635867222e-05,-0.0001806296631250188,0.9999999951112285,0.9999999951112285,0.9999999951112284
