Bias_V,T_final_K,T_95_K,deltaT_final_K,deltaT_95_K,Current_final_uA,Drift_percent,Power_final_uW
0.05,300.2203713965227,300.18392765290326,0.22037139652269389,0.18392765290326452,33.08344126708107,52.58321360828746,1.6541720633540535
0.1,300.50439580776293,300.53334332764825,0.5043958077629327,0.5333433276482538,69.58226760616526,38.520767861515495,6.958226760616526
0.2,301.9999176024003,302.283543606173,1.9999176024002736,2.283543606172998,202.16462842654437,-1.8681170000372616,40.43292568530888
